id,cltv
101494,76018.33
101495,94755.41
101496,43919.29
101497,94060.55
101498,82716.48
101499,113699.14
101500,87642.70
101501,99422.71
101502,91208.93
101503,45912.44
101504,89918.69
101505,44985.55
101506,92417.01
101507,100158.74
101508,75852.56
101509,45984.61
101510,91174.69
101511,43964.15
101512,98952.29
101513,91750.85
101514,92110.89
101515,118837.30
101516,44634.11
101517,95948.07
101518,87625.85
101519,47489.60
101520,84602.40
101521,114519.79
101522,50195.21
101523,49552.44
101524,96159.00
101525,107594.77
101526,45009.84
101527,100847.05
101528,45204.03
101529,44544.08
101530,92920.59
101531,46038.12
101532,46725.64
101533,44190.14
101534,44059.78
101535,46842.29
101536,101144.19
101537,83237.47
101538,92032.48
101539,95140.01
101540,104384.32
101541,43370.66
101542,100866.90
101543,108180.54
101544,46555.19
101545,82592.75
101546,47122.22
101547,80138.25
101548,76362.84
101549,82688.91
101550,78103.94
101551,92698.00
101552,107567.97
101553,108962.46
101554,88983.06
101555,86100.67
101556,82053.38
101557,96767.03
101558,43946.17
101559,97167.19
101560,86290.74
101561,100168.89
101562,92232.27
101563,103986.40
101564,87720.88
101565,79193.16
101566,108480.60
101567,84478.53
101568,101689.06
101569,97834.24
101570,120530.84
101571,44646.66
101572,87401.67
101573,45709.64
101574,44029.18
101575,120886.46
101576,105077.55
101577,98714.42
101578,85866.29
101579,109709.23
101580,90225.80
101581,47341.11
101582,101997.19
101583,83633.09
101584,92284.48
101585,46683.72
101586,103780.76
101587,105851.59
101588,97391.80
101589,102748.37
101590,113831.09
101591,102732.13
101592,95001.65
101593,114664.79
101594,42900.91
101595,105099.35
101596,105366.59
101597,87283.01
101598,84925.90
101599,44758.11
101600,80858.19
101601,44198.65
101602,90055.51
101603,46260.21
101604,106793.53
101605,45065.08
101606,104355.55
101607,83597.36
101608,43779.81
101609,113548.55
101610,89432.03
101611,108286.59
101612,82924.71
101613,101173.70
101614,89825.40
101615,82269.72
101616,92235.54
101617,97532.06
101618,46832.22
101619,45843.35
101620,96743.10
101621,44349.51
101622,46784.10
101623,46050.67
101624,94194.69
101625,46534.28
101626,108310.83
101627,46955.02
101628,46593.35
101629,47426.55
101630,92884.52
101631,47041.97
101632,113063.94
101633,108860.47
101634,121350.57
101635,94791.78
101636,97195.04
101637,90494.12
101638,109218.95
101639,104465.72
101640,97889.06
101641,44497.97
101642,85275.36
101643,89595.13
101644,103953.58
101645,43941.37
101646,105274.75
101647,45969.01
101648,94778.99
101649,89102.00
101650,100621.19
101651,52379.93
101652,107415.71
101653,83586.72
101654,46482.88
101655,103265.63
101656,90551.23
101657,95464.45
101658,90673.55
101659,103465.38
101660,51063.41
101661,91162.86
101662,43100.42
101663,48258.91
101664,45839.06
101665,133960.40
101666,45388.61
101667,94669.46
101668,100376.76
101669,114934.45
101670,46117.50
101671,101748.86
101672,100264.41
101673,42839.97
101674,86344.28
101675,130451.89
101676,103874.05
101677,44642.65
101678,112318.14
101679,91812.97
101680,45631.46
101681,44111.50
101682,113803.88
101683,43700.41
101684,87306.18
101685,109256.46
101686,90518.50
101687,46974.32
101688,105214.72
101689,46277.54
101690,81446.55
101691,88860.95
101692,98144.02
101693,80948.24
101694,107860.54
101695,89379.73
101696,98218.74
101697,118317.54
101698,85004.90
101699,100575.39
101700,102345.36
101701,46279.31
101702,45319.13
101703,98687.64
101704,98516.60
101705,98837.21
101706,47119.01
101707,112678.11
101708,41883.95
101709,98357.96
101710,46721.85
101711,98768.64
101712,45397.70
101713,104160.66
101714,90673.55
101715,111412.18
101716,47009.23
101717,111691.99
101718,47117.24
101719,98138.97
101720,45380.96
101721,94976.64
101722,44371.70
101723,85631.54
101724,44192.20
101725,89696.09
101726,90057.41
101727,95225.35
101728,97706.62
101729,112312.68
101730,43006.02
101731,93133.31
101732,45016.34
101733,44890.83
101734,89004.53
101735,100687.35
101736,42510.11
101737,44922.24
101738,44544.15
101739,95445.60
101740,96689.86
101741,125768.14
101742,44758.11
101743,101997.19
101744,100990.00
101745,92291.98
101746,109754.13
101747,120894.17
101748,91317.10
101749,46100.88
101750,78907.42
101751,106377.37
101752,95334.57
101753,97519.38
101754,87485.77
101755,88666.56
101756,133921.10
101757,44774.21
101758,44900.13
101759,119489.24
101760,114137.61
101761,90596.65
101762,43028.21
101763,46756.47
101764,111377.64
101765,105650.83
101766,51686.78
101767,81444.32
101768,47798.51
101769,99983.81
101770,50484.42
101771,44177.68
101772,82066.13
101773,42799.38
101774,79850.34
101775,106036.31
101776,83255.96
101777,91564.93
101778,98508.67
101779,99226.70
101780,79769.29
101781,103184.34
101782,97470.53
101783,47700.59
101784,50199.07
101785,108830.09
101786,110341.91
101787,44427.97
101788,140712.00
101789,93879.82
101790,110625.12
101791,113045.80
101792,48481.92
101793,84609.58
101794,45678.65
101795,46804.08
101796,89347.81
101797,80378.42
101798,43034.90
101799,97882.51
101800,101945.25
101801,44353.15
101802,103755.80
101803,46422.85
101804,49410.30
101805,111935.00
101806,45860.74
101807,51995.16
101808,108462.26
101809,90728.78
101810,78018.60
101811,80714.48
101812,100368.47
101813,101448.58
101814,81989.92
101815,102736.50
101816,91490.92
101817,134433.74
101818,84086.28
101819,111203.82
101820,45590.91
101821,93169.53
101822,97664.98
101823,106060.44
101824,46807.27
101825,104922.71
101826,84347.16
101827,47668.93
101828,133683.49
101829,44305.77
101830,102671.63
101831,43494.71
101832,105169.98
101833,91210.66
101834,79788.62
101835,116982.36
101836,43109.72
101837,44286.91
101838,110103.33
101839,78633.55
101840,97920.44
101841,77890.87
101842,92649.43
101843,95381.44
101844,115232.81
101845,43687.28
101846,43432.03
101847,47309.46
101848,112304.65
101849,105451.49
101850,43813.87
101851,83630.84
101852,45773.32
101853,49533.11
101854,114723.02
101855,88766.23
101856,93371.65
101857,90073.98
101858,79067.32
101859,42529.50
101860,109487.76
101861,82155.57
101862,113305.87
101863,103493.30
101864,93826.52
101865,76886.58
101866,95592.25
101867,91761.16
101868,84438.63
101869,103495.63
101870,47593.99
101871,92935.41
101872,88649.38
101873,95527.60
101874,45476.53
101875,98070.07
101876,92305.03
101877,99789.77
101878,44072.35
101879,90419.33
101880,120202.16
101881,46927.17
101882,102433.25
101883,80841.43
101884,99061.29
101885,103634.77
101886,110090.93
101887,132675.57
101888,97727.15
101889,47621.99
101890,85483.29
101891,136885.60
101892,96896.31
101893,44676.75
101894,126108.69
101895,99814.06
101896,46561.63
101897,104252.85
101898,45580.80
101899,94527.15
101900,90292.28
101901,45733.51
101902,47872.73
101903,46419.38
101904,84888.74
101905,95665.45
101906,85961.81
101907,98033.29
101908,43446.96
101909,102698.52
101910,92207.10
101911,98484.13
101912,43700.41
101913,90631.63
101914,118268.11
101915,94860.52
101916,121723.15
101917,45929.73
101918,95493.24
101919,79927.74
101920,80653.69
101921,120618.83
101922,88314.13
101923,100198.58
101924,114383.74
101925,112652.65
101926,85665.35
101927,87299.09
101928,100758.03
101929,51191.08
101930,87917.23
101931,116321.66
101932,44777.55
101933,86301.48
101934,43586.34
101935,43341.19
101936,95624.09
101937,92673.90
101938,96887.62
101939,44286.41
101940,79693.10
101941,51516.20
101942,100795.46
101943,44080.21
101944,45993.20
101945,96508.96
101946,81606.04
101947,45914.54
101948,119273.04
101949,80429.86
101950,104516.30
101951,79399.42
101952,51782.04
101953,45112.64
101954,103039.24
101955,88983.06
101956,103100.56
101957,103971.17
101958,92292.86
101959,47435.48
101960,105028.27
101961,85492.17
101962,89479.88
101963,127400.20
101964,108957.62
101965,108707.29
101966,90525.61
101967,94302.98
101968,88373.49
101969,79042.62
101970,45066.76
101971,99818.09
101972,101756.38
101973,92185.84
101974,104277.29
101975,79604.97
101976,103665.84
101977,96485.77
101978,45851.30
101979,47093.64
101980,49687.20
101981,118958.50
101982,100319.67
101983,84418.14
101984,44875.87
101985,44082.29
101986,80373.53
101987,80640.56
101988,44042.21
101989,106202.97
101990,111421.71
101991,91513.19
101992,45917.16
101993,105585.46
101994,115525.24
101995,45953.45
101996,94859.11
101997,99799.25
101998,100887.82
101999,44857.03
102000,46969.05
102001,43640.93
102002,49155.17
102003,108197.11
102004,98158.35
102005,103738.24
102006,89579.02
102007,83451.62
102008,45045.96
102009,78405.98
102010,82592.75
102011,48160.17
102012,44709.80
102013,90217.30
102014,100023.62
102015,91483.12
102016,48756.64
102017,103186.47
102018,110483.88
102019,103140.10
102020,102248.41
102021,46640.23
102022,47855.43
102023,90441.88
102024,43946.38
102025,115699.94
102026,44325.86
102027,113542.05
102028,47487.24
102029,50467.08
102030,102286.98
102031,44429.55
102032,90831.91
102033,46331.85
102034,98958.24
102035,100743.96
102036,44508.95
102037,45280.51
102038,80937.46
102039,117132.36
102040,48648.48
102041,113199.83
102042,92728.17
102043,46721.60
102044,104646.54
102045,44100.97
102046,85133.98
102047,104335.85
102048,86500.00
102049,44343.01
102050,77129.01
102051,44862.59
102052,44905.47
102053,99626.97
102054,44098.81
102055,89107.82
102056,43363.09
102057,87089.85
102058,116590.79
102059,43988.19
102060,95030.98
102061,92265.99
102062,91144.06
102063,79357.96
102064,49994.22
102065,77747.50
102066,90615.38
102067,98967.97
102068,53292.88
102069,80560.78
102070,127659.58
102071,103379.30
102072,48804.46
102073,95868.40
102074,88237.42
102075,44230.30
102076,114835.37
102077,43925.00
102078,92933.73
102079,82644.53
102080,85878.86
102081,105709.23
102082,43493.46
102083,49371.69
102084,103800.02
102085,79885.39
102086,96549.82
102087,80255.31
102088,87484.79
102089,95760.99
102090,89302.09
102091,115835.67
102092,108839.44
102093,102873.99
102094,83770.21
102095,107958.23
102096,46836.34
102097,85004.80
102098,85245.15
102099,79781.47
102100,116713.82
102101,88688.09
102102,89648.52
102103,99528.93
102104,96064.39
102105,47069.64
102106,49878.20
102107,89299.31
102108,97220.77
102109,98101.09
102110,102484.58
102111,46026.96
102112,118960.31
102113,91651.05
102114,92957.86
102115,91526.66
102116,44433.94
102117,86474.41
102118,97360.65
102119,46779.49
102120,113622.62
102121,104951.05
102122,52544.29
102123,45962.38
102124,52432.95
102125,77566.34
102126,44428.12
102127,91997.41
102128,105136.06
102129,113223.23
102130,86691.31
102131,113508.33
102132,79850.34
102133,78402.64
102134,44305.77
102135,46674.95
102136,97454.85
102137,81702.51
102138,128342.48
102139,48257.76
102140,45155.38
102141,96843.18
102142,45393.99
102143,46927.51
102144,99359.21
102145,45583.35
102146,77952.70
102147,45971.09
102148,112892.36
102149,74796.33
102150,45054.32
102151,99454.79
102152,81592.94
102153,44637.44
102154,44755.66
102155,98414.07
102156,104470.45
102157,93014.97
102158,50453.69
102159,45004.81
102160,107249.48
102161,99121.88
102162,43961.69
102163,118956.01
102164,44239.35
102165,90896.16
102166,50811.14
102167,43700.80
102168,86859.66
102169,103781.77
102170,47553.62
102171,47071.29
102172,87887.51
102173,82173.35
102174,99765.42
102175,91113.42
102176,99662.40
102177,114625.87
102178,44855.83
102179,90468.53
102180,44717.32
102181,100231.13
102182,105928.83
102183,78334.16
102184,84978.96
102185,46569.95
102186,44301.84
102187,107035.52
102188,104240.82
102189,45341.65
102190,97591.89
102191,84407.81
102192,79769.29
102193,93883.23
102194,43988.19
102195,92482.20
102196,80090.75
102197,95844.74
102198,83026.29
102199,107305.10
102200,46261.45
102201,100347.41
102202,96820.02
102203,98232.52
102204,100415.51
102205,97540.76
102206,79750.73
102207,49337.62
102208,44700.83
102209,118203.05
102210,91998.85
102211,99694.35
102212,92186.34
102213,87831.93
102214,45686.48
102215,43162.37
102216,46373.35
102217,90345.78
102218,117695.15
102219,120485.53
102220,47525.72
102221,79222.26
102222,121034.89
102223,50560.55
102224,99403.69
102225,43734.58
102226,90403.48
102227,46129.99
102228,103819.67
102229,100293.38
102230,82618.20
102231,112424.64
102232,95426.30
102233,113965.24
102234,91149.99
102235,110464.36
102236,46428.00
102237,84129.93
102238,43892.17
102239,91883.69
102240,49789.25
102241,51120.36
102242,90549.15
102243,76579.75
102244,133752.63
102245,91227.39
102246,45248.25
102247,84302.58
102248,110448.43
102249,105166.31
102250,42821.66
102251,79684.14
102252,90403.48
102253,101135.92
102254,82337.01
102255,44649.72
102256,89542.88
102257,47716.13
102258,45609.57
102259,44072.35
102260,50213.68
102261,96102.74
102262,102667.82
102263,43090.35
102264,46140.13
102265,101477.96
102266,95253.01
102267,96967.53
102268,45757.75
102269,132877.07
102270,48001.32
102271,45590.68
102272,79494.07
102273,51398.24
102274,100088.42
102275,90800.30
102276,103741.03
102277,88708.12
102278,103648.57
102279,44142.08
102280,84347.16
102281,45240.78
102282,101020.40
102283,116985.57
102284,101995.62
102285,46862.70
102286,116461.21
102287,111885.82
102288,92745.46
102289,87859.22
102290,75709.82
102291,46970.63
102292,104571.96
102293,43279.72
102294,45795.31
102295,102409.94
102296,94759.81
102297,109900.03
102298,105169.26
102299,111436.78
102300,82826.88
102301,83000.21
102302,92204.42
102303,95642.34
102304,44334.85
102305,115686.46
102306,81960.98
102307,47264.59
102308,104146.28
102309,46306.44
102310,78491.12
102311,97254.62
102312,117336.20
102313,45453.20
102314,44170.43
102315,46913.92
102316,95789.08
102317,44138.50
102318,44387.51
102319,43128.11
102320,115242.23
102321,45209.97
102322,47034.38
102323,48623.89
102324,100016.03
102325,82228.20
102326,44948.55
102327,44030.40
102328,42591.08
102329,101149.33
102330,46405.48
102331,79659.84
102332,104224.65
102333,46150.55
102334,46519.32
102335,115710.47
102336,47649.96
102337,42915.10
102338,44557.75
102339,86526.69
102340,99885.34
102341,95420.16
102342,100487.54
102343,43465.66
102344,44956.71
102345,83079.86
102346,86660.04
102347,81345.52
102348,43913.86
102349,105478.98
102350,94296.64
102351,98844.11
102352,50819.47
102353,83380.17
102354,44767.56
102355,106199.32
102356,44334.85
102357,93711.09
102358,119686.71
102359,84212.49
102360,45585.19
102361,100926.50
102362,102161.11
102363,82749.06
102364,47114.00
102365,98056.97
102366,90543.43
102367,102958.31
102368,90709.86
102369,46171.83
102370,47923.94
102371,112119.18
102372,47950.45
102373,46647.31
102374,90387.85
102375,80562.60
102376,109817.58
102377,45153.98
102378,112451.03
102379,103648.57
102380,45766.51
102381,47203.43
102382,46753.31
102383,92791.97
102384,45292.87
102385,90965.30
102386,47920.85
102387,88975.77
102388,96028.43
102389,80928.13
102390,103560.72
102391,44733.62
102392,43954.15
102393,45191.66
102394,89526.28
102395,94335.77
102396,99962.34
102397,104627.05
102398,44460.68
102399,47175.55
102400,104501.20
102401,122334.07
102402,101559.38
102403,84152.36
102404,99456.51
102405,104284.35
102406,101534.30
102407,77362.52
102408,47244.61
102409,46193.71
102410,88212.08
102411,92525.81
102412,89298.84
102413,120348.96
102414,49689.23
102415,44772.58
102416,51304.40
102417,53821.61
102418,129600.68
102419,44705.72
102420,42657.24
102421,88588.71
102422,79604.97
102423,118530.77
102424,98706.97
102425,82533.05
102426,87862.37
102427,106945.63
102428,90699.20
102429,79296.00
102430,92304.33
102431,122149.48
102432,78297.37
102433,43153.41
102434,44816.20
102435,94579.95
102436,46268.14
102437,86799.50
102438,44473.53
102439,139654.37
102440,112111.49
102441,108102.37
102442,98646.07
102443,46440.89
102444,45359.14
102445,45423.17
102446,80493.64
102447,93002.50
102448,80744.61
102449,45802.96
102450,104493.45
102451,92872.79
102452,101031.27
102453,101484.91
102454,44734.92
102455,83471.93
102456,45363.75
102457,46334.70
102458,91741.15
102459,124645.47
102460,47301.47
102461,45751.07
102462,100848.87
102463,124546.98
102464,94622.63
102465,47202.41
102466,109201.50
102467,84575.70
102468,46018.56
102469,85489.78
102470,114303.19
102471,99691.47
102472,89161.51
102473,46681.10
102474,44387.51
102475,96958.83
102476,91773.84
102477,85474.26
102478,96152.80
102479,90822.33
102480,46364.65
102481,45661.85
102482,96003.29
102483,47019.95
102484,44231.25
102485,121764.25
102486,112876.44
102487,93712.72
102488,90897.33
102489,85559.37
102490,104674.37
102491,46796.24
102492,43395.50
102493,84754.86
102494,96781.05
102495,94019.18
102496,45648.08
102497,107939.18
102498,45761.33
102499,89997.61
102500,44203.07
102501,93280.93
102502,94753.05
102503,129445.69
102504,91832.97
102505,93411.87
102506,44287.21
102507,50349.85
102508,119243.86
102509,114221.33
102510,44413.95
102511,45240.40
102512,79013.20
102513,90509.27
102514,106832.67
102515,106253.28
102516,47195.37
102517,102879.91
102518,44879.26
102519,101742.97
102520,79064.58
102521,102839.83
102522,44637.75
102523,113442.91
102524,101437.44
102525,46282.20
102526,46451.48
102527,110508.43
102528,95883.13
102529,46591.54
102530,119132.47
102531,98886.01
102532,91020.50
102533,46570.62
102534,118771.95
102535,44866.62
102536,83882.96
102537,95381.44
102538,45363.75
102539,47057.08
102540,43795.38
102541,98568.38
102542,130926.64
102543,45695.58
102544,48314.49
102545,114891.86
102546,82513.77
102547,46866.91
102548,45646.26
102549,43806.44
102550,98959.64
102551,101028.55
102552,44238.80
102553,44606.73
102554,87532.35
102555,100360.21
102556,99677.18
102557,97399.39
102558,46617.39
102559,102569.24
102560,101222.02
102561,45397.70
102562,88721.75
102563,46510.42
102564,92909.30
102565,105689.64
102566,88243.27
102567,124677.16
102568,95638.39
102569,78399.00
102570,104367.80
102571,83058.68
102572,45996.27
102573,104461.47
102574,49640.35
102575,44466.19
102576,84199.75
102577,88082.71
102578,92003.36
102579,92853.99
102580,45432.78
102581,85867.08
102582,45281.12
102583,46460.51
102584,121959.77
102585,49074.59
102586,50720.88
102587,53474.55
102588,91724.44
102589,43694.92
102590,105793.70
102591,102860.07
102592,44170.15
102593,46460.51
102594,83451.00
102595,45331.59
102596,99606.35
102597,48851.15
102598,45751.59
102599,92238.85
102600,44749.93
102601,85705.15
102602,48702.62
102603,96305.32
102604,85474.17
102605,87788.22
102606,110367.73
102607,43434.49
102608,78035.08
102609,96427.24
102610,92847.96
102611,97691.49
102612,44261.73
102613,78123.17
102614,111242.14
102615,44165.77
102616,106981.33
102617,97034.27
102618,97652.70
102619,45529.05
102620,91528.88
102621,103928.89
102622,44850.24
102623,100404.12
102624,47531.41
102625,43732.43
102626,84690.91
102627,119446.48
102628,46829.64
102629,99063.16
102630,80123.97
102631,47057.08
102632,47653.29
102633,44672.78
102634,95119.37
102635,47488.70
102636,47754.70
102637,46789.68
102638,76592.92
102639,85160.75
102640,46039.11
102641,43073.96
102642,80798.84
102643,112958.25
102644,46500.81
102645,121080.81
102646,45519.94
102647,105028.99
102648,82529.86
102649,47394.95
102650,44850.64
102651,105376.33
102652,99737.48
102653,98291.70
102654,103491.89
102655,94343.16
102656,46183.27
102657,46383.82
102658,90190.72
102659,81255.75
102660,95138.94
102661,51987.13
102662,43806.84
102663,97827.05
102664,92203.88
102665,46454.41
102666,96436.05
102667,121728.17
102668,96855.69
102669,44334.85
102670,116656.17
102671,111916.67
102672,97013.12
102673,84332.11
102674,118254.82
102675,87325.13
102676,109788.71
102677,44626.05
102678,97733.30
102679,46588.15
102680,130286.39
102681,83725.52
102682,44319.07
102683,48289.71
102684,107556.38
102685,96649.59
102686,44333.10
102687,86567.30
102688,44873.98
102689,122299.03
102690,88864.32
102691,84193.40
102692,76551.65
102693,140884.61
102694,106756.00
102695,79521.50
102696,77293.60
102697,44383.03
102698,41808.15
102699,93673.63
102700,90150.75
102701,77395.13
102702,78414.78
102703,96111.40
102704,44924.50
102705,96155.20
102706,87107.40
102707,95953.89
102708,112492.75
102709,49606.14
102710,95634.69
102711,114527.53
102712,93088.38
102713,46702.32
102714,79447.93
102715,98338.62
102716,111521.78
102717,90823.70
102718,94330.60
102719,43546.11
102720,116185.90
102721,82755.32
102722,93412.97
102723,100385.95
102724,85988.39
102725,119022.35
102726,120997.93
102727,100476.74
102728,86990.13
102729,45707.45
102730,99610.05
102731,110654.35
102732,45839.04
102733,48568.20
102734,115112.70
102735,98894.46
102736,78387.17
102737,44625.02
102738,79229.98
102739,97652.01
102740,101291.86
102741,88719.67
102742,86399.49
102743,43719.80
102744,100852.85
102745,46047.84
102746,47799.54
102747,94381.37
102748,102867.07
102749,98763.16
102750,113337.49
102751,89758.37
102752,50323.78
102753,127209.76
102754,92045.86
102755,43988.53
102756,44110.68
102757,131014.49
102758,123082.61
102759,91260.14
102760,82592.75
102761,95078.84
102762,81261.03
102763,45726.21
102764,78928.52
102765,44472.65
102766,105715.97
102767,48903.02
102768,109629.76
102769,46631.50
102770,114948.76
102771,45721.41
102772,84977.00
102773,98033.00
102774,45116.96
102775,91607.62
102776,112399.49
102777,119454.27
102778,77566.34
102779,79968.84
102780,105665.78
102781,102935.98
102782,123048.30
102783,82103.64
102784,46531.61
102785,101421.41
102786,47766.19
102787,84827.61
102788,94874.28
102789,122970.69
102790,44906.39
102791,43264.43
102792,114447.59
102793,97715.52
102794,80138.25
102795,82356.03
102796,49593.02
102797,50913.23
102798,90927.43
102799,45912.57
102800,80639.39
102801,49475.12
102802,43289.76
102803,93021.62
102804,44048.38
102805,51733.84
102806,48239.07
102807,44216.08
102808,94083.69
102809,92527.74
102810,46242.15
102811,86139.62
102812,79515.11
102813,121950.43
102814,44177.49
102815,44371.70
102816,85853.12
102817,50326.11
102818,44909.18
102819,44844.34
102820,44758.11
102821,46332.40
102822,43442.01
102823,117923.63
102824,96369.61
102825,77293.60
102826,114468.16
102827,86599.49
102828,94743.84
102829,46812.09
102830,92860.83
102831,92003.36
102832,96633.30
102833,124061.61
102834,46108.05
102835,44119.18
102836,99904.01
102837,45781.30
102838,94357.37
102839,44668.27
102840,80165.17
102841,90462.37
102842,44640.91
102843,91192.71
102844,76272.18
102845,99287.84
102846,91153.63
102847,100389.15
102848,115364.54
102849,126591.44
102850,47129.32
102851,104319.59
102852,43216.91
102853,105543.63
102854,94982.41
102855,107801.02
102856,121159.96
102857,108796.25
102858,96939.84
102859,92684.10
102860,44160.24
102861,94930.06
102862,86141.73
102863,93459.93
102864,42244.30
102865,43054.69
102866,79182.29
102867,46438.55
102868,78817.57
102869,47550.51
102870,46466.89
102871,85218.09
102872,101617.63
102873,101216.31
102874,113976.07
102875,45428.85
102876,100176.59
102877,45461.99
102878,97234.70
102879,104141.83
102880,112525.43
102881,88053.11
102882,45673.34
102883,116042.67
102884,47183.56
102885,50138.74
102886,80889.71
102887,95793.77
102888,89561.73
102889,79182.29
102890,51808.70
102891,92077.67
102892,42624.63
102893,122932.18
102894,98764.77
102895,44039.29
102896,88779.11
102897,92238.85
102898,89194.56
102899,79851.72
102900,121247.63
102901,47465.07
102902,94759.81
102903,115560.78
102904,96064.20
102905,104429.40
102906,84862.52
102907,99606.35
102908,110868.94
102909,44687.44
102910,86419.25
102911,44188.95
102912,44284.78
102913,117930.79
102914,45253.93
102915,121584.43
102916,99291.83
102917,45112.64
102918,96953.92
102919,45963.28
102920,108706.12
102921,45054.60
102922,43654.04
102923,92757.29
102924,81824.90
102925,44629.78
102926,100382.52
102927,98583.54
102928,95078.84
102929,83760.20
102930,78016.57
102931,116085.20
102932,97309.03
102933,99329.28
102934,92617.49
102935,92379.38
102936,95537.07
102937,104495.89
102938,91654.54
102939,47126.80
102940,92281.15
102941,98583.31
102942,99737.62
102943,44139.61
102944,46367.01
102945,92740.84
102946,44790.68
102947,49978.75
102948,47322.76
102949,89462.66
102950,47987.85
102951,106766.22
102952,84347.16
102953,43291.78
102954,107549.01
102955,94369.91
102956,95541.97
102957,45133.89
102958,105235.21
102959,45111.75
102960,51454.33
102961,127797.67
102962,44848.85
102963,82478.55
102964,47367.86
102965,99348.14
102966,79442.40
102967,96275.46
102968,44605.52
102969,43662.09
102970,134908.25
102971,102770.81
102972,46246.11
102973,87522.92
102974,99056.72
102975,43574.57
102976,79033.78
102977,90014.39
102978,89195.53
102979,105341.76
102980,97386.84
102981,101995.25
102982,105390.10
102983,118411.77
102984,77659.14
102985,77681.58
102986,44427.97
102987,109048.93
102988,92278.92
102989,118208.25
102990,101767.10
102991,103067.89
102992,76823.48
102993,85887.36
102994,94026.01
102995,97953.75
102996,45125.61
102997,82228.20
102998,44204.56
102999,94399.57
103000,43159.53
103001,43519.43
103002,91927.78
103003,109411.46
103004,106489.66
103005,45604.57
103006,107882.93
103007,45129.90
103008,42426.72
103009,44731.40
103010,107300.95
103011,91100.41
103012,43637.52
103013,100892.59
103014,93662.65
103015,92954.64
103016,101339.10
103017,84331.64
103018,45365.76
103019,76998.81
103020,87737.19
103021,105392.29
103022,88044.53
103023,45337.98
103024,105586.03
103025,78131.70
103026,93174.77
103027,86162.99
103028,44581.91
103029,96379.84
103030,44343.78
103031,95218.85
103032,44374.19
103033,43988.19
103034,44153.72
103035,47874.81
103036,79418.82
103037,44748.30
103038,46836.12
103039,79328.50
103040,43658.60
103041,100041.96
103042,46412.74
103043,94704.90
103044,87477.19
103045,46299.30
103046,81590.27
103047,43812.81
103048,94544.58
103049,99549.37
103050,82716.48
103051,45298.67
103052,83826.11
103053,118781.14
103054,43997.21
103055,90380.83
103056,112018.35
103057,98095.80
103058,105153.06
103059,88462.73
103060,46769.64
103061,44484.82
103062,103216.60
103063,88219.21
103064,105060.24
103065,80446.32
103066,115314.89
103067,102337.59
103068,100691.46
103069,102881.28
103070,100452.46
103071,101729.25
103072,48327.91
103073,45404.05
103074,79316.72
103075,102232.55
103076,44822.10
103077,43702.98
103078,99495.51
103079,104031.95
103080,48727.69
103081,51166.27
103082,52945.89
103083,90335.70
103084,46263.55
103085,47795.61
103086,89020.46
103087,80506.89
103088,118978.48
103089,90352.61
103090,98582.26
103091,88179.22
103092,92767.05
103093,44422.41
103094,101878.51
103095,93605.78
103096,44801.05
103097,103878.21
103098,45881.29
103099,45097.36
103100,90718.53
103101,114197.89
103102,100702.41
103103,94654.05
103104,105095.79
103105,50793.86
103106,44228.34
103107,81704.23
103108,53242.62
103109,81261.03
103110,95589.30
103111,93979.38
103112,45498.54
103113,110582.19
103114,89695.90
103115,113633.27
103116,89701.89
103117,48340.65
103118,44472.55
103119,94247.52
103120,45414.70
103121,97408.66
103122,92292.31
103123,47721.96
103124,89537.84
103125,101154.05
103126,44262.62
103127,103151.06
103128,92191.22
103129,46202.96
103130,102128.72
103131,45679.00
103132,107479.96
103133,43608.57
103134,44085.67
103135,45063.41
103136,98932.56
103137,123217.23
103138,115255.63
103139,44954.73
103140,104813.66
103141,78010.88
103142,121587.82
103143,47473.01
103144,111803.81
103145,46364.84
103146,100555.16
103147,85774.18
103148,113347.41
103149,88599.08
103150,46577.15
103151,94036.66
103152,96125.07
103153,46220.48
103154,50528.81
103155,97350.75
103156,44811.40
103157,117646.85
103158,97371.81
103159,100616.68
103160,127955.27
103161,99011.54
103162,94695.87
103163,96701.68
103164,116784.99
103165,114196.13
103166,89782.78
103167,44088.36
103168,43290.96
103169,96816.71
103170,43570.33
103171,102412.76
103172,45601.68
103173,89582.33
103174,121894.65
103175,88841.33
103176,97057.52
103177,49615.80
103178,79690.38
103179,84985.97
103180,105948.91
103181,45209.97
103182,43852.30
103183,125378.16
103184,91083.99
103185,90861.46
103186,77081.04
103187,47502.23
103188,110668.93
103189,81965.71
103190,112796.20
103191,121041.43
103192,89515.60
103193,45550.10
103194,51685.94
103195,98180.34
103196,48523.16
103197,104009.01
103198,102243.16
103199,46639.32
103200,45440.60
103201,78615.74
103202,90857.59
103203,100289.60
103204,92261.50
103205,48092.22
103206,90190.72
103207,118840.20
103208,45450.39
103209,44862.70
103210,97889.69
103211,89859.80
103212,45486.93
103213,84813.63
103214,98690.02
103215,89536.40
103216,85199.43
103217,108553.75
103218,120078.73
103219,104472.06
103220,46849.44
103221,84703.22
103222,97662.31
103223,44224.63
103224,108683.35
103225,50677.87
103226,99751.03
103227,44538.35
103228,42424.37
103229,44663.02
103230,51511.42
103231,45506.29
103232,42562.35
103233,89822.99
103234,45583.35
103235,91596.70
103236,80312.09
103237,46221.88
103238,91930.01
103239,89651.53
103240,118916.15
103241,43447.79
103242,44660.26
